key	detonator_type	detonation_type	detonation_radius	detonation_duration	detonation_speed	detonation_damage	shrapnel	explosion_particle_effect	fuse_distance_from_target	explosion_particle_effect_on_ground	explosion_audio	contact_phase_effect	ignition_amount	is_magical	detonation_damage_ap	camera_shake	detonation_force	fuse_fixed_time	affects_allies	is_spell
#projectiles_explosions_tables;19;db/projectiles_explosions_tables/nanu_dynamic_rors_emp																				
nanu_emp_exploding_bullets	percussive	shockwave	2.0000	0.0000	13.0000	1.0000		wh3_dlc25_nuln_ironsides_ror_rifle_explosion	0.0000		wh_blasting_charge		0.0000	false	2.0000	wh_main_unit_explosion_light	50.0000	-1.0000	true	false
nanu_emp_exploding_bullets_arcane_fire	percussive	shockwave	2.0000	0.0000	13.0000	1.0000		wh3_dlc25_nuln_ironsides_ror_rifle_explosion	0.0000		wh_blasting_charge		25.0000	true	2.0000	wh_main_unit_explosion_light	50.0000	-1.0000	true	false
nanu_emp_exploding_bullets_flaming	percussive	shockwave	2.0000	0.0000	13.0000	1.0000		wh3_dlc25_nuln_ironsides_ror_rifle_explosion	0.0000		wh_blasting_charge		25.0000	false	2.0000	wh_main_unit_explosion_light	50.0000	-1.0000	true	false
nanu_emp_exploding_bullets_frozen	percussive	shockwave	2.0000	0.0000	13.0000	1.0000		nanu_particle_effect_explosion_ice_small_lingering	0.0000		wh_blasting_charge		0.0000	false	2.0000	wh_main_unit_explosion_light	50.0000	-1.0000	true	false
nanu_emp_exploding_bullets_lightning	percussive	shockwave	2.0000	0.0000	13.0000	1.0000		nanu_particle_effect_explosion_lightning_tiny	0.0000		wh_blasting_charge		0.0000	false	2.0000	wh_main_unit_explosion_light	50.0000	-1.0000	true	false
nanu_emp_exploding_bullets_magic	percussive	shockwave	2.0000	0.0000	13.0000	1.0000		wh3_dlc25_nuln_ironsides_ror_rifle_explosion	0.0000		wh_blasting_charge		0.0000	true	2.0000	wh_main_unit_explosion_light	50.0000	-1.0000	true	false
nanu_emp_mortar_bomb_arcane_fire_explosion	percussive	shockwave	6.0000	0.0000	11.0000	60.0000		wh2_dlc13_magic_mortar_explosion_large	0.0000		wh_mortar		100.0000	true	16.0000	wh_main_unit_explosion_medium	260.0000	-1.0000	false	false
nanu_emp_mortar_bomb_flaming_explosion	percussive	shockwave	6.0000	0.0000	11.0000	60.0000		nanu_particle_effect_explosion_fire_lingering	0.0000		wh_mortar		100.0000	false	16.0000	wh_main_unit_explosion_medium	240.0000	-1.0000	true	false
nanu_emp_mortar_bomb_frozen_explosion	percussive	shockwave	6.0000	0.0000	11.0000	60.0000		nanu_particle_effect_explosion_ice_lingering	0.0000		wh2_dlc10_dragon_breath_ice_multi		0.0000	false	16.0000	wh_main_unit_explosion_medium	260.0000	-1.0000	true	false
nanu_emp_mortar_bomb_lightning_explosion	percussive	shockwave	6.0000	0.0000	11.0000	60.0000		nanu_particle_effect_explosion_lightning	0.0000		wh_urannons_thunderbolt		0.0000	false	16.0000	wh_main_unit_explosion_medium	260.0000	-1.0000	true	false
nanu_emp_mortar_bomb_magic_explosion	percussive	shockwave	6.0000	0.0000	11.0000	60.0000		wh2_dlc13_magic_mortar_explosion_large	0.0000		wh_mortar		0.0000	true	16.0000	wh_main_unit_explosion_medium	260.0000	-1.0000	false	false
nanu_emp_mortar_bomb_multi	fuse	shockwave	6.0000	0.0000	10.0000	200.0000	nanu_emp_mortar_bomb_multi	wh2_dlc11_weapon_gunners_impact	50.0000		wh_mortar		0.0000	false	50.0000	wh_main_unit_explosion_light	150.0000	-1.0000	true	false
nanu_emp_mortar_bomb_multi_arcane_fire	fuse	shockwave	6.0000	0.0000	13.0000	200.0000	nanu_emp_mortar_bomb_multi_arcane_fire	wh2_dlc11_weapon_gunners_impact	50.0000		wh_mortar		0.0000	false	50.0000	wh_main_unit_explosion_light	150.0000	-1.0000	true	false
nanu_emp_mortar_bomb_multi_arcane_fire_shrapnel	percussive	shockwave	3.0000	0.0000	13.0000	36.0000		wh_main_generic_explosion_mine	0.0000		wh_blasting_charge		0.0000	false	24.0000	wh_main_unit_explosion_light	25.0000	1.0000	true	false
nanu_emp_mortar_bomb_multi_flaming	fuse	shockwave	6.0000	0.0000	13.0000	200.0000	nanu_emp_mortar_bomb_multi_flaming	wh2_dlc11_weapon_gunners_impact	50.0000		wh_mortar		0.0000	false	50.0000	wh_main_unit_explosion_light	150.0000	-1.0000	true	false
nanu_emp_mortar_bomb_multi_flaming_shrapnel	percussive	shockwave	3.0000	0.0000	13.0000	56.0000		wh_main_generic_explosion_mine	0.0000		wh_blasting_charge		25.0000	false	8.0000	wh_main_unit_explosion_light	25.0000	1.0000	true	false
nanu_emp_mortar_bomb_multi_frozen	fuse	shockwave	6.0000	0.0000	13.0000	200.0000	nanu_emp_mortar_bomb_multi_frozen	nanu_particle_effect_explosion_ice	50.0000		wh2_dlc10_dragon_breath_ice_multi		0.0000	false	50.0000	wh_main_unit_explosion_light	150.0000	-1.0000	true	false
