unit	purchasable_effect	is_exclusive
#unit_purchasable_effect_sets_tables;0;db/unit_purchasable_effect_sets_tables/nanu_dynamic_rors_skv		
wh2_dlc12_skv_inf_ratling_gun_0	nanu_dynamic_ror_basic_ranged_1	false
wh2_dlc12_skv_inf_ratling_gun_0	nanu_dynamic_ror_basic_ranged_2	false
wh2_dlc12_skv_inf_ratling_gun_0	nanu_dynamic_ror_basic_ranged_3	false
wh2_dlc12_skv_inf_ratling_gun_0	nanu_dynamic_ror_ability_powder_entrench	false
wh2_dlc12_skv_inf_ratling_gun_0	nanu_dynamic_ror_ability_powder_firing_line	false
wh2_dlc12_skv_inf_ratling_gun_0	nanu_dynamic_ror_ability_powder_firing_line_aoe	false
wh2_dlc12_skv_inf_ratling_gun_0	nanu_dynamic_ror_ability_ranged_rapid_fire	false
wh2_dlc12_skv_inf_ratling_gun_0	nanu_dynamic_ror_ability_ranged_rapid_fire_aoe	false
wh2_dlc12_skv_inf_ratling_gun_0	nanu_dynamic_ror_ability_ranged_slippery_attribute_stalk_vanguard	false
wh2_dlc12_skv_inf_ratling_gun_0	nanu_dynamic_ror_ability_ranged_smokebomb	false
wh2_dlc12_skv_inf_ratling_gun_0	nanu_dynamic_ror_attribute_all_stalk_vanguard	false
wh2_dlc12_skv_inf_ratling_gun_0	nanu_dynamic_ror_climate_chaotic	false
wh2_dlc12_skv_inf_ratling_gun_0	nanu_dynamic_ror_climate_chaotic_wasteland_ability_melee_miasma_of_dispair_attribute_stalk	false
wh2_dlc12_skv_inf_ratling_gun_0	nanu_dynamic_ror_climate_chaotic_wasteland_contact_all_contaminated_ammo_type_poison	false
wh2_dlc12_skv_inf_ratling_gun_0	nanu_dynamic_ror_climate_chaotic_wasteland_contact_all_corrosive_attacks	false
wh2_dlc12_skv_inf_ratling_gun_0	nanu_dynamic_ror_climate_chaotic_wasteland_contact_all_entropic_magic_attacks_ammo_type_magic	false
wh2_dlc12_skv_inf_ratling_gun_0	nanu_dynamic_ror_climate_desert	false
wh2_dlc12_skv_inf_ratling_gun_0	nanu_dynamic_ror_climate_desert_ability_ranged_hawkish_precision	false
wh2_dlc12_skv_inf_ratling_gun_0	nanu_dynamic_ror_climate_desert_attribute_all_perfect_vigour	false
wh2_dlc12_skv_inf_ratling_gun_0	nanu_dynamic_ror_climate_desert_contact_all_poison_attacks_ammo_type_poison	false
wh2_dlc12_skv_inf_ratling_gun_0	nanu_dynamic_ror_climate_desert_contact_all_potent_poison_attacks_ammo_type_poison	false
wh2_dlc12_skv_inf_ratling_gun_0	nanu_dynamic_ror_climate_desert_contact_all_scorching_flaming_attacks_ammo_type_flaming	false
wh2_dlc12_skv_inf_ratling_gun_0	nanu_dynamic_ror_climate_desert_contact_all_virulent_poison_attacks_ammo_type_poison	false
wh2_dlc12_skv_inf_ratling_gun_0	nanu_dynamic_ror_climate_frozen	false
wh2_dlc12_skv_inf_ratling_gun_0	nanu_dynamic_ror_climate_jungle	false
wh2_dlc12_skv_inf_ratling_gun_0	nanu_dynamic_ror_climate_jungle_ability_all_hunter_snare_woodsman	false
wh2_dlc12_skv_inf_ratling_gun_0	nanu_dynamic_ror_climate_jungle_ability_all_hunter_snare_woodsman_contact_disorienting_attacks_ammo_type_poison	false
wh2_dlc12_skv_inf_ratling_gun_0	nanu_dynamic_ror_climate_jungle_ability_all_hunter_snare_woodsman_contact_poison_attacks_ammo_type_poison	false
wh2_dlc12_skv_inf_ratling_gun_0	nanu_dynamic_ror_climate_jungle_ability_powder_hawkish_precision_woodsman_contact_blinding_attacks	false
wh2_dlc12_skv_inf_ratling_gun_0	nanu_dynamic_ror_climate_jungle_ability_ranged_hawkish_precision_woodsman	false
wh2_dlc12_skv_inf_ratling_gun_0	nanu_dynamic_ror_climate_jungle_ability_ranged_hawkish_precision_woodsman_contact_blinding_attacks_ammo_type_poison	false
wh2_dlc12_skv_inf_ratling_gun_0	nanu_dynamic_ror_climate_jungle_ability_ranged_hawkish_precision_woodsman_contact_deadly_poison_ammo_type_poison	false
wh2_dlc12_skv_inf_ratling_gun_0	nanu_dynamic_ror_climate_jungle_ability_ranged_hawkish_precision_woodsman_contact_potent_poison_attacks_ammo_type_poison	false
wh2_dlc12_skv_inf_ratling_gun_0	nanu_dynamic_ror_climate_jungle_ability_ranged_slippery_attribute_stalk_vanguard_woodsman	false
wh2_dlc12_skv_inf_ratling_gun_0	nanu_dynamic_ror_climate_jungle_attribute_all_perfect_vigour_woodsman	false
wh2_dlc12_skv_inf_ratling_gun_0	nanu_dynamic_ror_climate_jungle_contact_all_blinding_attacks_woodsman_ammo_type_poison	false
wh2_dlc12_skv_inf_ratling_gun_0	nanu_dynamic_ror_climate_jungle_contact_all_deadly_poison_woodsman_ammo_type_poison	false
wh2_dlc12_skv_inf_ratling_gun_0	nanu_dynamic_ror_climate_jungle_contact_all_disorienting_attacks_woodsman_ammo_type_poison	false
