unit	purchasable_effect	is_exclusive
#unit_purchasable_effect_sets_tables;0;db/unit_purchasable_effect_sets_tables/nanu_dynamic_rors_grn		
wh2_dlc15_grn_mon_river_trolls_0	nanu_dynamic_ror_basic_monster_1	false
wh2_dlc15_grn_mon_river_trolls_0	nanu_dynamic_ror_basic_monster_2	false
wh2_dlc15_grn_mon_river_trolls_0	nanu_dynamic_ror_basic_monster_3	false
wh2_dlc15_grn_mon_river_trolls_0	nanu_dynamic_ror_death_explosion_all_gaseous_large	false
wh2_dlc15_grn_mon_river_trolls_0	nanu_dynamic_ror_death_explosion_all_rancid_blood	false
wh2_dlc15_grn_mon_river_trolls_0	nanu_dynamic_ror_greenskin_ability_all_fermented_fungi	false
wh2_dlc15_grn_mon_river_trolls_0	nanu_dynamic_ror_ability_melee_aura_of_rust	false
wh2_dlc15_grn_mon_river_trolls_0	nanu_dynamic_ror_ability_melee_bathed_in_blood	false
wh2_dlc15_grn_mon_river_trolls_0	nanu_dynamic_ror_ability_melee_berserk	false
wh2_dlc15_grn_mon_river_trolls_0	nanu_dynamic_ror_ability_melee_berserk_bloodthirsty_rampage	false
wh2_dlc15_grn_mon_river_trolls_0	nanu_dynamic_ror_ability_melee_berserk_terrifying_rampage	false
wh2_dlc15_grn_mon_river_trolls_0	nanu_dynamic_ror_ability_melee_berserk_unstoppable_rampage	false
wh2_dlc15_grn_mon_river_trolls_0	nanu_dynamic_ror_ability_melee_blood_frenzy	false
wh2_dlc15_grn_mon_river_trolls_0	nanu_dynamic_ror_ability_melee_bloodgreed	false
wh2_dlc15_grn_mon_river_trolls_0	nanu_dynamic_ror_ability_melee_bloodthirst	false
wh2_dlc15_grn_mon_river_trolls_0	nanu_dynamic_ror_ability_melee_colossal_strike_bonus_vs_large	false
wh2_dlc15_grn_mon_river_trolls_0	nanu_dynamic_ror_ability_melee_crowfeast	false
wh2_dlc15_grn_mon_river_trolls_0	nanu_dynamic_ror_ability_melee_dread_aversion	false
wh2_dlc15_grn_mon_river_trolls_0	nanu_dynamic_ror_ability_melee_flesh_stitch	false
wh2_dlc15_grn_mon_river_trolls_0	nanu_dynamic_ror_ability_melee_frenzied_charge	false
wh2_dlc15_grn_mon_river_trolls_0	nanu_dynamic_ror_ability_melee_frenzy_immPsy	false
wh2_dlc15_grn_mon_river_trolls_0	nanu_dynamic_ror_ability_melee_gorefeast	false
wh2_dlc15_grn_mon_river_trolls_0	nanu_dynamic_ror_ability_melee_horrible_regeneration	false
wh2_dlc15_grn_mon_river_trolls_0	nanu_dynamic_ror_ability_melee_miasma_of_dispair	false
wh2_dlc15_grn_mon_river_trolls_0	nanu_dynamic_ror_ability_melee_relentless_assault	false
wh2_dlc15_grn_mon_river_trolls_0	nanu_dynamic_ror_ability_melee_strength_from_flesh	false
wh2_dlc15_grn_mon_river_trolls_0	nanu_dynamic_ror_ability_melee_unstoppable_charge	false
wh2_dlc15_grn_mon_river_trolls_0	nanu_dynamic_ror_attribute_all_perfect_vigour	false
wh2_dlc15_grn_mon_river_trolls_0	nanu_dynamic_ror_attribute_all_stalk_vanguard	false
wh2_dlc15_grn_mon_river_trolls_0	nanu_dynamic_ror_attribute_melee_amphibious_vanguard	false
wh2_dlc15_grn_mon_river_trolls_0	nanu_dynamic_ror_attribute_melee_causes_terror	false
wh2_dlc15_grn_mon_river_trolls_0	nanu_dynamic_ror_attribute_melee_counter_charge	false
wh2_dlc15_grn_mon_river_trolls_0	nanu_dynamic_ror_attribute_melee_glorius_charge	false
wh2_dlc15_grn_mon_river_trolls_0	nanu_dynamic_ror_climate_chaotic	false
wh2_dlc15_grn_mon_river_trolls_0	nanu_dynamic_ror_climate_chaotic_wasteland_ability_melee_aura_of_rust	false
wh2_dlc15_grn_mon_river_trolls_0	nanu_dynamic_ror_climate_chaotic_wasteland_ability_melee_crowfeast	false
wh2_dlc15_grn_mon_river_trolls_0	nanu_dynamic_ror_climate_chaotic_wasteland_ability_melee_frenzy_immPsy	false
wh2_dlc15_grn_mon_river_trolls_0	nanu_dynamic_ror_climate_chaotic_wasteland_ability_melee_horrible_regeneration	false
wh2_dlc15_grn_mon_river_trolls_0	nanu_dynamic_ror_climate_chaotic_wasteland_ability_melee_miasma_of_dispair_attribute_stalk	false
wh2_dlc15_grn_mon_river_trolls_0	nanu_dynamic_ror_climate_chaotic_wasteland_ability_melee_strength_from_flesh	false
wh2_dlc15_grn_mon_river_trolls_0	nanu_dynamic_ror_climate_chaotic_wasteland_contact_all_corrosive_attacks	false
wh2_dlc15_grn_mon_river_trolls_0	nanu_dynamic_ror_climate_chaotic_wasteland_contact_all_toxic_sludge_ammo_type_poison	false
wh2_dlc15_grn_mon_river_trolls_0	nanu_dynamic_ror_climate_desert	false
wh2_dlc15_grn_mon_river_trolls_0	nanu_dynamic_ror_climate_desert_contact_all_deadly_poison_ammo_type_poison	false
wh2_dlc15_grn_mon_river_trolls_0	nanu_dynamic_ror_climate_desert_contact_all_potent_poison_attacks_ammo_type_poison	false
wh2_dlc15_grn_mon_river_trolls_0	nanu_dynamic_ror_climate_desert_contact_all_virulent_poison_attacks_ammo_type_poison	false
wh2_dlc15_grn_mon_river_trolls_0	nanu_dynamic_ror_climate_frozen	false
wh2_dlc15_grn_mon_river_trolls_0	nanu_dynamic_ror_climate_frozen_ability_melee_relentless_assault	false
wh2_dlc15_grn_mon_river_trolls_0	nanu_dynamic_ror_climate_jungle	false
wh2_dlc15_grn_mon_river_trolls_0	nanu_dynamic_ror_climate_jungle_contact_all_blinding_attacks_woodsman_ammo_type_poison	false
wh2_dlc15_grn_mon_river_trolls_0	nanu_dynamic_ror_climate_jungle_contact_all_deadly_poison_woodsman_ammo_type_poison	false
wh2_dlc15_grn_mon_river_trolls_0	nanu_dynamic_ror_climate_jungle_contact_all_disorienting_attacks_woodsman_ammo_type_poison	false
wh2_dlc15_grn_mon_river_trolls_0	nanu_dynamic_ror_climate_jungle_contact_all_potent_poison_attacks_woodsman_ammo_type_poison	false
wh2_dlc15_grn_mon_river_trolls_0	nanu_dynamic_ror_climate_jungle_contact_all_rampaging_poison_woodsman_ammo_type_poison	false
wh2_dlc15_grn_mon_river_trolls_0	nanu_dynamic_ror_climate_jungle_contact_all_virulent_poison_attacks_woodsman_ammo_type_poison	false
wh2_dlc15_grn_mon_river_trolls_0	nanu_dynamic_ror_climate_jungle_contact_all_weakened_attacks_woodsman_ammo_type_poison	false
wh2_dlc15_grn_mon_river_trolls_0	nanu_dynamic_ror_climate_magical_forest_ability_melee_miasma_of_dispair_attribute_stalk_woodsman	false
wh2_dlc15_grn_mon_river_trolls_0	nanu_dynamic_ror_climate_magicforest	false
wh2_dlc15_grn_mon_river_trolls_0	nanu_dynamic_ror_climate_mountain	false
wh2_dlc15_grn_mon_river_trolls_0	nanu_dynamic_ror_climate_mountain_ability_melee_crush_the_weak	false
wh2_dlc15_grn_mon_river_trolls_0	nanu_dynamic_ror_climate_mountain_ability_melee_monstrous_strength_bonus_vs_infantry	false
